subject,body,label
Teste de email #10,Só enviando para ver se o email está funcionando.,improdutivo
Meme,Enviando apenas um meme engraçado para animar a tarde. Obrigado.,improdutivo
Sem assunto importante #43,"Não tenho nada para falar agora, apenas queria mandar algo. Obrigado.",improdutivo
Saudade,"E aí, pessoal, quanto tempo sem falar nada, né?",improdutivo
Mensagem vazia,"Não sei o que escrever, mas queria mandar uma mensagem mesmo assim.",improdutivo
Teste de email,Só enviando para ver se o email está funcionando. Obrigado.,improdutivo
Piada do dia,Qual o peixe que cai do céu? Adivinha? kkkk.,improdutivo
Piada do dia,Qual o peixe que cai do céu? Adivinha? kkkk.,improdutivo
Bom diaaa #7,"Só passei para desejar um bom dia a todos, sem novidades.",improdutivo
Curiosidade,Vocês sabiam que as tartarugas podem viver mais de 100 anos?,improdutivo
Bom diaaa #46,"Só passei para desejar um bom dia a todos, sem novidades.",improdutivo
Curiosidade #15,Vocês sabiam que as tartarugas podem viver mais de 100 anos? Obrigado.,improdutivo
Mensagem vazia #22,"Não sei o que escrever, mas queria mandar uma mensagem mesmo assim. Obrigado.",improdutivo
Bom diaaa,"Só passei para desejar um bom dia a todos, sem novidades. Obrigado.",improdutivo
Sem assunto importante,"Não tenho nada para falar agora, apenas queria mandar algo. Obrigado.",improdutivo
Sem assunto importante,"Não tenho nada para falar agora, apenas queria mandar algo.",improdutivo
Saudade,"E aí, pessoal, quanto tempo sem falar nada, né?",improdutivo
Teste de email,Só enviando para ver se o email está funcionando.,improdutivo
Saudade,"E aí, pessoal, quanto tempo sem falar nada, né?",improdutivo
Saudade,"E aí, pessoal, quanto tempo sem falar nada, né?",improdutivo
Sem conteúdo,Esse email não tem nenhuma informação relevante.,improdutivo
Aprovação de orçamento,Seu pedido de orçamento foi aprovado.,produtivo
Detalhes do treinamento,Detalhes sobre o treinamento de amanhã.,produtivo
Solicitação de reembolso,O reembolso das suas despesas foi processado.,produtivo
Confirmação de reunião,Sua reunião com o departamento de marketing foi confirmada.,produtivo
Atualização de projeto,O projeto Alpha foi atualizado com as últimas alterações.,produtivo
Convite para workshop,Você está convidado a participar do workshop sobre inovação.,produtivo
Entrega de relatório,O relatório financeiro do mês foi enviado.,produtivo
Agendamento de entrevista,Sua entrevista com o candidato foi agendada para sexta-feira.,produtivo
Feedback sobre apresentação,O feedback sobre sua apresentação foi enviado.,produtivo
Aprovação de férias,Suas férias foram aprovadas pelo RH.,produtivo
Atualização de política,A nova política de segurança foi publicada.,produtivo
Notificação de pagamento,O pagamento da fatura número 12345 foi realizado.,produtivo
Confirmação de inscrição,Sua inscrição no curso de liderança foi confirmada.,produtivo
Relatório de desempenho,O relatório de desempenho trimestral está disponível.,produtivo
Agendamento de manutenção,A manutenção do servidor foi agendada para sábado.,produtivo
Aviso de reunião urgente,Haverá uma reunião urgente às 10h amanhã.,produtivo
Envio de proposta,A proposta comercial foi enviada para o cliente.,produtivo
Confirmação de envio,O pedido número 9876 foi enviado com sucesso.,produtivo
Convite para evento corporativo,Você está convidado para o evento anual da empresa.,produtivo
Atualização de sistema,O sistema será atualizado amanhã às 22h.,produtivo
Reunião de alinhamento,Agendada reunião para alinhamento do projeto Beta.,produtivo
Confirmação de pagamento,O pagamento da assinatura foi confirmado.,produtivo
Entrega de materiais,O material didático será entregue na próxima semana.,produtivo
Solicitação de assinatura,O contrato digital está pronto para assinatura.,produtivo
Aviso de prazos,O prazo para entrega do relatório é sexta-feira.,produtivo
Confirmação de viagem,Sua viagem corporativa foi confirmada.,produtivo
Relatório de vendas,O relatório de vendas do mês foi enviado.,produtivo
Agendamento de treinamento,O treinamento de segurança será na quinta-feira.,produtivo
Notificação de atualização,O aplicativo foi atualizado para a versão 4.2.,produtivo
Confirmação de reunião virtual,Sua reunião online foi confirmada.,produtivo
Envio de convite de webinar,O convite para o webinar foi enviado aos participantes.,produtivo
Aviso de alteração de horário,O horário da reunião foi alterado para 14h.,produtivo
Confirmação de participação,Sua participação no evento foi confirmada.,produtivo
Relatório de auditoria,O relatório da auditoria interna está disponível.,produtivo
Atualização de agenda,A agenda do próximo mês foi atualizada.,produtivo
Confirmação de entrega,O pacote foi entregue com sucesso.,produtivo
Solicitação de feedback,Pede-se feedback sobre a apresentação de ontem.,produtivo
Confirmação de inscrição em curso,Sua inscrição no curso de Python foi confirmada.,produtivo
Envio de relatório semanal,O relatório semanal de atividades foi enviado.,produtivo
Aviso de nova política,A nova política de home office está vigente.,produtivo
Confirmação de reserva,Sua reserva no hotel corporativo foi confirmada.,produtivo
Entrega de projeto,O projeto finalizado foi entregue ao cliente.,produtivo
Atualização de contato,O contato do cliente foi atualizado no sistema.,produtivo
Notificação de evento,O evento de networking acontecerá amanhã.,produtivo
Confirmação de treinamento,Sua vaga no treinamento foi confirmada.,produtivo
Aviso de manutenção,O sistema ficará indisponível durante a manutenção.,produtivo
Envio de documento,O documento solicitado foi enviado por e-mail.,produtivo
Confirmação de reunião presencial,Sua reunião presencial foi agendada.,produtivo
Relatório de KPIs,O relatório mensal de KPIs foi enviado.,produtivo
Atualização de projeto Beta,O projeto Beta recebeu novas atualizações.,produtivo
Confirmação de pagamento de fatura,O pagamento da fatura foi recebido.,produtivo
Agendamento de call,Sua call com o cliente foi marcada para 15h.,produtivo
Aviso de prazo,O prazo de entrega do relatório é terça-feira.,produtivo
Envio de proposta comercial,A proposta foi enviada e recebida pelo cliente.,produtivo
Confirmação de reunião com RH,Sua reunião com o RH foi confirmada.,produtivo
Notificação de evento online,O webinar ocorrerá na próxima quarta-feira.,produtivo
Entrega de planilha,O relatório em Excel foi enviado.,produtivo
Atualização de sistema ERP,O sistema ERP foi atualizado com sucesso.,produtivo
Confirmação de participação em workshop,Sua participação foi confirmada.,produtivo
Aviso de reunião de diretoria,Haverá reunião de diretoria às 16h.,produtivo
Envio de relatório financeiro,O relatório financeiro trimestral foi enviado.,produtivo
Confirmação de assinatura digital,O contrato foi assinado digitalmente.,produtivo
Relatório de análise de dados,O relatório de análise de dados está disponível.,produtivo
Agendamento de call de projeto,Sua call de projeto foi marcada para quinta-feira.,produtivo
Aviso de atualização do sistema,O sistema será atualizado às 23h.,produtivo
Confirmação de entrega de materiais,O material solicitado foi entregue.,produtivo
Envio de instruções de trabalho,As instruções foram enviadas para todos os colaboradores.,produtivo
Confirmação de inscrição no curso,Sua inscrição foi realizada com sucesso.,produtivo
Relatório de progresso,O progresso do projeto Alpha foi atualizado.,produtivo
Aviso de mudança de sala,A reunião será em nova sala.,produtivo
Confirmação de viagem corporativa,Sua viagem foi confirmada pelo departamento.,produtivo
Envio de ata de reunião,A ata de reunião foi enviada aos participantes.,produtivo
Confirmação de participação no evento,Sua presença foi confirmada.,produtivo
Atualização de status do projeto,O status do projeto Beta foi atualizado.,produtivo
Confirmação de agendamento,Sua reunião foi confirmada para amanhã.,produtivo
Relatório de produtividade,O relatório de produtividade foi enviado.,produtivo
Aviso de prazo de entrega,O relatório deve ser entregue até sexta-feira.,produtivo
Confirmação de reunião interna,Sua reunião interna foi agendada.,produtivo
Envio de resumo executivo,O resumo executivo do projeto foi enviado.,produtivo
Confirmação de envio de documentação,A documentação solicitada foi enviada.,produtivo
Atualização de procedimento,O procedimento interno foi atualizado.,produtivo
Aviso de alteração de reunião,O horário da reunião foi alterado.,produtivo
Confirmação de pagamento de cliente,O pagamento foi confirmado.,produtivo
Entrega de relatório de vendas,O relatório mensal foi entregue.,produtivo
Envio de planilha de custos,A planilha de custos foi enviada.,produtivo
Confirmação de inscrição em seminário,Sua inscrição foi confirmada.,produtivo
Relatório de acompanhamento,O acompanhamento do projeto foi registrado.,produtivo
Aviso de reunião online,A reunião será realizada via Teams.,produtivo
Confirmação de reunião externa,Sua reunião externa foi confirmada.,produtivo
Envio de proposta revisada,A proposta revisada foi enviada.,produtivo
Confirmação de entrega de relatório,O relatório solicitado foi entregue.,produtivo
Atualização de política interna,A política de compliance foi atualizada.,produtivo
Aviso de novo procedimento,O novo procedimento deve ser seguido.,produtivo
Confirmação de reunião de alinhamento,Sua reunião de alinhamento foi agendada.,produtivo
Envio de ata de reunião final,A ata final da reunião foi enviada.,produtivo
Confirmação de pagamento de fornecedor,O pagamento ao fornecedor foi confirmado.,produtivo
Relatório de resultados trimestrais,O relatório trimestral de resultados foi enviado.,produtivo
Atualização de cadastro de clientes,O cadastro foi atualizado com sucesso.,produtivo
Confirmação de reunião estratégica,Sua reunião estratégica foi confirmada.,produtivo
Aviso de call de urgência,Haverá call de urgência às 10h.,produtivo
Envio de instruções finais,As instruções finais foram enviadas.,produtivo
Confirmação de participação no projeto,Sua participação no projeto foi registrada.,produtivo
Relatório de indicadores,O relatório de indicadores foi enviado.,produtivo
Atualização de plano de ação,O plano de ação foi atualizado.,produtivo
Confirmação de entrega de produto,O produto solicitado foi entregue.,produtivo
Aviso de mudança de horário,O horário do treinamento foi alterado.,produtivo
Envio de proposta de parceria,A proposta de parceria foi enviada.,produtivo
Confirmação de inscrição em palestra,Sua inscrição foi confirmada.,produtivo
Relatório de controle interno,O relatório de controle interno foi enviado.,produtivo
Atualização de dados financeiros,Os dados financeiros foram atualizados.,produtivo
Confirmação de reunião de equipe,Sua reunião de equipe foi agendada.,produtivo
Aviso de sistema fora do ar,O sistema ficará fora do ar por manutenção.,produtivo
Envio de formulário preenchido,O formulário preenchido foi enviado.,produtivo
Confirmação de envio de proposta,A proposta enviada foi recebida.,produtivo
Relatório de metas trimestrais,O relatório de metas trimestrais foi enviado.,produtivo
Atualização de processos internos,Os processos internos foram atualizados.,produtivo
Confirmação de entrega de documento,O documento solicitado foi entregue.,produtivo
Aviso de prazo de inscrição,O prazo de inscrição encerra na sexta.,produtivo
Envio de instruções de treinamento,As instruções foram enviadas.,produtivo
Confirmação de reunião semanal,Sua reunião semanal foi agendada.,produtivo
Relatório de desempenho individual,O desempenho individual foi registrado.,produtivo
Atualização de agenda de reuniões,A agenda semanal foi atualizada.,produtivo
Confirmação de entrega de relatório financeiro,O relatório financeiro foi entregue.,produtivo
Aviso de call de alinhamento,Haverá call de alinhamento às 15h.,produtivo
Envio de proposta final,A proposta final foi enviada ao cliente.,produtivo
Confirmação de inscrição em curso online,Sua inscrição foi confirmada.,produtivo
Relatório de acompanhamento de projeto,O acompanhamento do projeto foi atualizado.,produtivo
Atualização de sistema de TI,O sistema de TI foi atualizado.,produtivo
Confirmação de entrega de planilha,A planilha solicitada foi entregue.,produtivo
Aviso de alteração de procedimento,O procedimento interno foi alterado.,produtivo
Envio de ata de reunião de diretoria,A ata foi enviada aos diretores.,produtivo
Confirmação de pagamento do cliente,O pagamento foi recebido.,produtivo
Relatório de resultados mensais,O relatório mensal foi enviado.,produtivo
Atualização de cadastro interno,O cadastro interno foi atualizado.,produtivo
Confirmação de reunião de feedback,Sua reunião de feedback foi agendada.,produtivo
Aviso de nova reunião,Haverá nova reunião amanhã.,produtivo
Envio de instruções de entrega,As instruções foram enviadas.,produtivo
Confirmação de participação em comitê,Sua participação foi confirmada.,produtivo
Relatório de análise financeira,O relatório financeiro foi enviado.,produtivo
Atualização de plano estratégico,O plano estratégico foi atualizado.,produtivo
Confirmação de entrega de material,O material solicitado foi entregue.,produtivo
Aviso de alteração de cronograma,O cronograma foi alterado.,produtivo
Envio de proposta de projeto,A proposta foi enviada.,produtivo
Confirmação de inscrição em treinamento,Sua inscrição foi confirmada.,produtivo
Relatório de indicadores de desempenho,O relatório de indicadores foi enviado.,produtivo
Atualização de documentação interna,A documentação interna foi atualizada.,produtivo
Confirmação de reunião externa,Sua reunião externa foi confirmada.,produtivo
Aviso de manutenção preventiva,O equipamento passará por manutenção.,produtivo
Envio de formulário de avaliação,O formulário foi enviado.,produtivo
Confirmação de pagamento de fornecedor,O pagamento foi realizado.,produtivo
Relatório de progresso do projeto,O progresso do projeto foi registrado.,produtivo
Atualização de políticas corporativas,As políticas corporativas foram atualizadas.,produtivo
Confirmação de reunião de alinhamento,Sua reunião foi confirmada.,produtivo
Aviso de sistema em manutenção,O sistema ficará indisponível.,produtivo
Envio de instruções finais de projeto,As instruções finais foram enviadas.,produtivo
Confirmação de entrega de documento digital,O documento digital foi entregue.,produtivo
Relatório de análise de mercado,O relatório de mercado foi enviado.,produtivo
Atualização de agenda de reuniões,A agenda foi atualizada.,produtivo
Confirmação de participação em projeto,Sua participação foi confirmada.,produtivo
Aviso de mudança de horário de reunião,O horário da reunião mudou.,produtivo
Envio de proposta revisada,A proposta revisada foi enviada.,produtivo
Confirmação de entrega de relatório,O relatório foi entregue.,produtivo
